DATA_HORA,ATIVO_ID,TEMPERATURA,UMIDADE,VIBRACAO,TEMPERATURA_MM5,VIBRACAO_MM5,UMIDADE_MM5,VIBRACAO_MM5_FUTURO
2025-07-02T01:00:00,1,65.728,56.46,4.901,65.2664,5.4518,54.912,5.2512
2025-07-02T01:02:00,1,63.841,58.265,5.296,64.814,5.483,55.38340000000001,5.1932
2025-07-02T01:04:00,1,64.316,54.63,6.187,64.8072,5.5968,55.577200000000005,4.959
2025-07-02T01:06:00,1,63.096,55.167,5.173,64.49959999999999,5.5674,56.257400000000004,4.965400000000001
2025-07-02T01:08:00,1,64.01,56.892,5.08,64.1982,5.3274,56.282799999999995,4.923
2025-07-02T01:10:00,1,66.334,58.095,4.52,64.3194,5.2512,56.60980000000001,5.07
2025-07-02T01:12:00,1,65.196,57.451,5.006,64.5904,5.1932,56.447,5.1554
2025-07-02T01:14:00,1,63.679,54.967,5.016,64.463,4.959,56.5144,5.227200000000001
2025-07-02T01:16:00,1,65.593,54.251,5.205,64.9624,4.965400000000001,56.3312,5.2299999999999995
2025-07-02T01:18:00,1,64.999,55.721,4.868,65.1602,4.923,56.097,5.383
2025-07-02T01:20:00,1,64.905,54.308,5.255,64.8744,5.07,55.3396,5.4528
2025-07-02T01:22:00,1,64.341,56.42,5.433,64.7034,5.1554,55.133399999999995,5.4664
2025-07-02T01:24:00,1,63.804,52.981,5.375,64.7284,5.227200000000001,54.7362,5.506600000000001
2025-07-02T01:26:00,1,65.241,58.086,5.219,64.658,5.2299999999999995,55.50320000000001,5.7026
2025-07-02T01:28:00,1,65.092,61.658,5.633,64.6766,5.383,56.690599999999996,5.6886
2025-07-02T01:30:00,1,67.785,54.838,5.604,65.2526,5.4528,56.7966,5.7172
2025-07-02T01:32:00,1,65.756,55.131,5.501,65.5356,5.4664,56.538799999999995,5.6992
2025-07-02T01:34:00,1,63.962,55.181,5.576,65.5672,5.506600000000001,56.9788,5.7905999999999995
2025-07-02T01:36:00,1,65.686,61.232,6.199,65.6562,5.7026,57.608000000000004,5.7124
2025-07-02T01:38:00,1,65.813,56.948,5.563,65.8004,5.6886,56.666,5.6136
2025-07-02T01:40:00,1,66.637,53.374,5.747,65.57079999999999,5.7172,56.3732,5.556
2025-07-02T01:42:00,1,63.725,56.644,5.411,65.16460000000001,5.6992,56.6758,5.5203999999999995
2025-07-02T01:44:00,1,66.547,56.832,6.033,65.6816,5.7905999999999995,57.00600000000001,5.4656
2025-07-02T01:46:00,1,63.872,56.304,5.808,65.3188,5.7124,56.020399999999995,5.3549999999999995
2025-07-02T01:48:00,1,64.128,58.288,5.069,64.98179999999999,5.6136,56.2884,5.5068
2025-07-02T01:50:00,1,66.868,55.817,5.459,65.02799999999999,5.556,56.777,5.609400000000001
2025-07-02T01:52:00,1,66.384,53.68,5.233,65.5598,5.5203999999999995,56.1842,5.6450000000000005
2025-07-02T01:54:00,1,62.6,61.335,5.759,64.7704,5.4656,57.08480000000001,5.5252
2025-07-02T01:56:00,1,66.399,59.634,5.255,65.2758,5.3549999999999995,57.75079999999999,5.5876
2025-07-02T01:58:00,1,65.39,53.929,5.828,65.5282,5.5068,56.879,5.4108
2025-07-02T02:00:00,1,68.293,55.328,5.972,65.81320000000001,5.609400000000001,56.7812,5.314
2025-07-02T02:02:00,1,67.425,60.015,5.411,66.0214,5.6450000000000005,58.048199999999994,5.329400000000001
2025-07-02T02:04:00,1,64.445,53.582,5.16,66.3904,5.5252,56.4976,5.4658
2025-07-02T02:06:00,1,66.146,55.857,5.567,66.3398,5.5876,55.742200000000004,5.4684
2025-07-02T02:08:00,1,66.094,53.564,4.944,66.4806,5.4108,55.669200000000004,5.647
2025-07-02T02:10:00,1,68.213,54.322,5.488,66.46459999999999,5.314,55.467999999999996,5.6032
2025-07-02T02:12:00,1,68.533,55.419,5.488,66.68620000000001,5.329400000000001,54.54880000000001,5.6738
2025-07-02T02:14:00,1,68.952,56.473,5.842,67.5876,5.4658,55.126999999999995,5.6192
2025-07-02T02:16:00,1,66.545,56.143,5.58,67.6674,5.4684,55.1842,5.6882
2025-07-02T02:18:00,1,65.745,57.45,5.837,67.5976,5.647,55.961400000000005,5.5038
2025-07-02T02:20:00,1,62.941,54.532,5.269,66.5432,5.6032,56.0034,5.4514
2025-07-02T02:22:00,1,69.419,58.672,5.841,66.7204,5.6738,56.653999999999996,5.318599999999999
2025-07-02T02:24:00,1,67.107,60.362,5.569,66.35139999999998,5.6192,57.431799999999996,5.281000000000001
2025-07-02T02:26:00,1,66.143,54.599,5.925,66.271,5.6882,57.123000000000005,5.089
2025-07-02T02:28:00,1,66.634,55.552,4.915,66.4488,5.5038,56.743399999999994,5.1662
2025-07-02T02:30:00,1,67.765,57.699,5.007,67.4136,5.4514,57.3768,5.1742
2025-07-02T02:32:00,1,67.893,57.09,5.177,67.1084,5.318599999999999,57.0604,5.4384
2025-07-02T02:34:00,1,67.392,55.636,5.381,67.1654,5.281000000000001,56.1152,5.381400000000001
2025-07-02T02:36:00,1,66.696,62.493,4.965,67.276,5.089,57.694,5.4834
2025-07-02T02:38:00,1,69.035,57.771,5.301,67.75619999999999,5.1662,58.13779999999999,5.3340000000000005
2025-07-02T02:40:00,1,66.777,56.314,5.047,67.5586,5.1742,57.860800000000005,5.446199999999999
2025-07-02T02:42:00,1,63.079,59.75,6.498,66.5958,5.4384,58.3928,5.3724
2025-07-02T02:44:00,1,68.359,55.854,5.096,66.7892,5.381400000000001,58.436400000000006,5.6136
2025-07-02T02:46:00,1,71.727,55.829,5.475,67.7954,5.4834,57.10360000000001,5.5792
2025-07-02T02:48:00,1,68.738,55.155,4.554,67.73600000000002,5.3340000000000005,56.5804,5.794199999999999
2025-07-02T02:50:00,1,66.196,57.014,5.608,67.6198,5.446199999999999,56.720400000000005,5.808400000000001
2025-07-02T02:52:00,1,68.467,56.799,6.129,68.69739999999999,5.3724,56.1302,5.757199999999999
2025-07-02T02:54:00,1,67.631,56.164,6.302,68.5518,5.6136,56.1922,5.5538
2025-07-02T02:56:00,1,67.153,56.981,5.303,67.63700000000001,5.5792,56.4226,5.7096
2025-07-02T02:58:00,1,66.311,56.619,5.629,67.1516,5.794199999999999,56.7154,5.720000000000001
2025-07-02T03:00:00,1,66.242,55.855,5.679,67.16080000000001,5.808400000000001,56.4836,5.6438
2025-07-02T03:02:00,1,71.177,59.971,5.873,67.7028,5.757199999999999,57.117999999999995,5.6622
2025-07-02T03:04:00,1,69.211,56.839,5.285,68.0188,5.5538,57.253,5.6748
2025-07-02T03:06:00,1,65.36,55.714,6.082,67.6602,5.7096,56.9996,5.711
2025-07-02T03:08:00,1,68.565,57.363,5.681,68.111,5.720000000000001,57.148399999999995,5.8468
2025-07-02T03:10:00,1,69.705,61.098,5.298,68.80359999999999,5.6438,58.197,5.8824
2025-07-02T03:12:00,1,61.359,54.207,5.965,66.84,5.6622,57.044200000000004,5.8798
2025-07-02T03:14:00,1,69.258,60.851,5.348,66.8494,5.6748,57.8466,5.8722
2025-07-02T03:16:00,1,67.104,53.487,6.263,67.1982,5.711,57.401199999999996,5.7232
2025-07-02T03:18:00,1,67.488,55.187,6.36,66.9828,5.8468,56.965999999999994,5.6196
2025-07-02T03:20:00,1,66.669,56.976,5.476,66.3756,5.8824,56.141600000000004,5.637600000000001
2025-07-02T03:22:00,1,66.497,55.515,5.952,67.4032,5.8798,56.403200000000005,5.5482
2025-07-02T03:24:00,1,68.156,58.198,5.31,67.1828,5.8722,55.8726,5.6402
2025-07-02T03:26:00,1,70.286,58.292,5.518,67.8192,5.7232,56.833600000000004,5.7703999999999995
2025-07-02T03:28:00,1,78.182,59.487,5.842,69.958,5.6196,57.6936,5.7234
2025-07-02T03:30:00,1,71.109,56.916,5.566,70.84599999999999,5.637600000000001,57.6816,5.7434
2025-07-02T03:32:00,1,70.595,56.875,5.505,71.66560000000001,5.5482,57.953599999999994,5.8558
2025-07-02T03:34:00,1,66.838,56.594,5.77,71.402,5.6402,57.632799999999996,5.986
2025-07-02T03:36:00,1,71.442,57.662,6.169,71.6332,5.7703999999999995,57.5068,6.0128
2025-07-02T03:38:00,1,67.986,61.058,5.607,69.594,5.7234,57.821000000000005,5.8974
2025-07-02T03:40:00,1,67.631,53.88,5.666,68.89840000000001,5.7434,57.213800000000006,5.8952
2025-07-02T03:42:00,1,70.026,52.558,6.067,68.7846,5.8558,56.3504,5.8996
2025-07-02T03:44:00,1,63.558,53.683,6.421,68.1286,5.986,55.7682,5.8894
2025-07-02T03:46:00,1,67.289,58.356,6.303,67.298,6.0128,55.907,5.687
2025-07-02T03:48:00,1,67.249,58.261,5.03,67.15060000000001,5.8974,55.3476,5.8392
2025-07-02T03:50:00,1,69.206,52.035,5.655,67.4656,5.8952,54.97860000000001,5.978
2025-07-02T03:52:00,1,68.257,55.388,6.089,67.1118,5.8996,55.5446,5.8456
2025-07-02T03:54:00,1,69.95,53.863,6.37,68.39020000000001,5.8894,55.580600000000004,5.614
2025-07-02T03:56:00,1,66.709,56.559,5.291,68.2742,5.687,55.221199999999996,5.8488
2025-07-02T03:58:00,1,65.284,57.412,5.791,67.8812,5.8392,55.0514,5.865
2025-07-02T04:00:00,1,69.873,61.946,6.349,68.0146,5.978,57.0336,5.8452
2025-07-02T04:02:00,1,64.426,59.142,5.427,67.2484,5.8456,57.784400000000005,6.091399999999999
2025-07-02T04:04:00,1,69.02,59.117,5.212,67.0624,5.614,58.8352,6.3286
2025-07-02T04:06:00,1,68.793,58.265,6.465,67.47919999999999,5.8488,59.1764,6.273
2025-07-02T04:08:00,1,70.42,56.96,5.872,68.5064,5.865,59.086,6.198
2025-07-02T04:10:00,1,68.642,56.57,6.25,68.2602,5.8452,58.010799999999996,6.099600000000001
2025-07-02T04:12:00,1,71.812,55.539,6.658,69.73740000000001,6.091399999999999,57.290200000000006,6.1572000000000005
2025-07-02T04:14:00,1,67.751,54.66,6.398,69.4836,6.3286,56.39880000000001,6.0008
2025-07-02T04:16:00,1,65.401,57.08,6.187,68.8052,6.273,56.16179999999999,6.1272
2025-07-02T04:18:00,1,67.76,58.698,5.497,68.2732,6.198,56.50940000000001,6.2412
2025-07-02T04:20:00,1,71.396,57.238,5.758,68.824,6.099600000000001,56.642999999999994,6.3100000000000005
2025-07-02T04:22:00,1,70.793,56.415,6.946,68.6202,6.1572000000000005,56.818200000000004,6.237399999999999
2025-07-02T04:24:00,1,70.894,56.366,5.616,69.2488,6.0008,57.159400000000005,6.2956
2025-07-02T04:26:00,1,68.557,56.953,6.819,69.88000000000001,6.1272,57.134,6.183400000000001
2025-07-02T04:28:00,1,68.337,57.105,6.067,69.99539999999999,6.2412,56.8154,6.0658
2025-07-02T04:30:00,1,69.078,59.154,6.102,69.5318,6.3100000000000005,57.1986,6.1548
2025-07-02T04:32:00,1,64.951,54.291,6.583,68.3634,6.237399999999999,56.773799999999994,6.2048000000000005
2025-07-02T04:34:00,1,67.138,59.158,5.907,67.6122,6.2956,57.3322,6.2345999999999995
2025-07-02T04:36:00,1,67.41,61.373,6.258,67.3828,6.183400000000001,58.2162,6.2804
2025-07-02T04:38:00,1,70.785,53.499,5.479,67.8724,6.0658,57.49499999999999,6.4218
2025-07-02T04:40:00,1,69.37,62.652,6.547,67.9308,6.1548,58.1946,6.3392
2025-07-02T04:42:00,1,67.022,61.085,6.833,68.345,6.2048000000000005,59.553399999999996,6.163
2025-07-02T04:44:00,1,69.204,60.948,6.056,68.7582,6.2345999999999995,59.9114,6.1858
2025-07-02T04:46:00,1,67.626,60.548,6.487,68.8014,6.2804,59.74640000000001,6.0766
2025-07-02T04:48:00,1,69.241,59.839,6.186,68.4926,6.4218,61.0144,6.0548
2025-07-02T04:50:00,1,68.651,62.546,6.134,68.3488,6.3392,60.9932,6.081200000000001
2025-07-02T04:52:00,1,70.115,60.476,5.952,68.9674,6.163,60.871399999999994,6.0768
2025-07-02T04:54:00,1,69.151,56.798,6.17,68.9568,6.1858,60.041399999999996,6.153999999999999
2025-07-02T04:56:00,1,69.485,59.803,5.941,69.32860000000001,6.0766,59.892399999999995,6.0
2025-07-02T04:58:00,1,68.25,57.978,6.077,69.13040000000001,6.0548,59.5202,5.9768
2025-07-02T05:00:00,1,69.147,57.183,6.266,69.2296,6.081200000000001,58.4476,5.8748
2025-07-02T05:02:00,1,70.884,57.042,5.93,69.38340000000001,6.0768,57.760799999999996,5.88
2025-07-02T05:04:00,1,70.061,61.095,6.556,69.5654,6.153999999999999,58.6202,5.7938
2025-07-02T05:06:00,1,67.864,62.928,5.171,69.2412,6.0,59.2452,5.9155999999999995
2025-07-02T05:08:00,1,68.151,59.292,5.961,69.22139999999999,5.9768,59.507999999999996,5.9038
2025-07-02T05:10:00,1,68.862,53.438,5.756,69.1644,5.8748,58.759,5.9012
2025-07-02T05:12:00,1,66.544,59.758,5.956,68.29639999999999,5.88,59.302200000000006,5.9028
2025-07-02T05:14:00,1,66.849,61.763,6.125,67.654,5.7938,59.43579999999999,5.683000000000001
2025-07-02T05:16:00,1,68.143,58.794,5.78,67.7098,5.9155999999999995,58.609,5.696400000000001
2025-07-02T05:18:00,1,71.08,56.934,5.902,68.29560000000001,5.9038,58.1374,5.7012
2025-07-02T05:20:00,1,64.705,58.35,5.743,67.46419999999999,5.9012,59.1198,5.6472
2025-07-02T05:22:00,1,68.615,61.164,5.964,67.8784,5.9028,59.400999999999996,5.8073999999999995
2025-07-02T05:24:00,1,68.432,62.577,5.026,68.19500000000001,5.683000000000001,59.5638,6.0252
2025-07-02T05:26:00,1,68.803,58.42,5.847,68.327,5.696400000000001,59.489,6.2202
2025-07-02T05:28:00,1,73.099,56.638,5.926,68.7308,5.7012,59.4298,6.363200000000001
2025-07-02T05:30:00,1,69.755,64.507,5.473,69.74080000000001,5.6472,60.661199999999994,6.4236
2025-07-02T05:32:00,1,65.349,57.235,6.765,69.0876,5.8073999999999995,59.8754,6.1892000000000005
2025-07-02T05:34:00,1,71.533,57.91,6.115,69.70779999999999,6.0252,58.94200000000001,6.2536000000000005
2025-07-02T05:36:00,1,69.493,58.337,6.822,69.8458,6.2202,58.9254,6.0224
2025-07-02T05:38:00,1,69.059,61.862,6.641,69.03779999999999,6.363200000000001,59.9702,5.944800000000001
2025-07-02T05:40:00,1,68.511,57.01,5.775,68.789,6.4236,58.47080000000001,6.0322000000000005
2025-07-02T05:42:00,1,70.908,58.875,5.593,69.9008,6.1892000000000005,58.79880000000001,6.1034
2025-07-02T05:44:00,1,67.758,55.214,6.437,69.1458,6.2536000000000005,58.2596,5.875
2025-07-02T05:46:00,1,67.932,56.956,5.666,68.8336,6.0224,57.9834,5.955399999999999
2025-07-02T05:48:00,1,68.455,57.23,6.253,68.7128,5.944800000000001,57.056999999999995,5.8595999999999995
2025-07-02T05:50:00,1,67.403,55.254,6.212,68.4912,6.0322000000000005,56.705799999999996,5.667
2025-07-02T05:52:00,1,65.422,63.005,5.949,67.39399999999999,6.1034,57.5318,5.6436
2025-07-02T05:54:00,1,67.976,61.75,5.295,67.4376,5.875,58.839,5.8038
2025-07-02T05:56:00,1,67.385,54.245,6.068,67.3282,5.955399999999999,58.2968,5.6978
2025-07-02T05:58:00,1,70.075,61.21,5.774,67.65220000000001,5.8595999999999995,59.0928,5.7468
2025-07-02T06:00:00,1,71.051,62.373,5.249,68.3818,5.667,60.5166,5.8788
2025-07-02T06:02:00,1,68.442,56.945,5.832,68.98580000000001,5.6436,59.30460000000001,5.906000000000001
2025-07-02T06:04:00,1,68.6,57.095,6.096,69.1106,5.8038,58.373599999999996,5.9902
2025-07-02T06:06:00,1,67.156,56.952,5.538,69.0648,5.6978,58.915,6.2192
2025-07-02T06:08:00,1,68.624,56.776,6.019,68.77459999999999,5.7468,58.02819999999999,6.1544
2025-07-02T06:10:00,1,66.252,62.838,5.909,67.81479999999999,5.8788,58.1212,6.246
2025-07-02T06:12:00,1,72.333,56.69,5.968,68.59299999999999,5.906000000000001,58.0702,6.214
2025-07-02T06:14:00,1,68.566,54.341,6.517,68.5862,5.9902,57.5194,5.9808
2025-07-02T06:16:00,1,68.459,57.841,6.683,68.8468,6.2192,57.697199999999995,5.7783999999999995
2025-07-02T06:18:00,1,69.542,58.663,5.695,69.0304,6.1544,58.0746,5.7058
2025-07-02T06:20:00,1,68.666,59.341,6.367,69.5132,6.246,57.37519999999999,5.636
2025-07-02T06:22:00,1,69.058,62.48,5.808,68.8582,6.214,58.5332,5.6652000000000005
2025-07-02T06:24:00,1,69.87,60.607,5.351,69.119,5.9808,59.7864,5.749
2025-07-02T06:26:00,1,70.0,61.787,5.671,69.4272,5.7783999999999995,60.575599999999994,5.8564
2025-07-02T06:28:00,1,70.123,59.87,5.332,69.54339999999999,5.7058,60.81699999999999,5.938599999999999
2025-07-02T06:30:00,1,69.067,56.635,6.018,69.6236,5.636,60.275800000000004,5.7732
2025-07-02T06:32:00,1,67.883,59.196,5.954,69.3886,5.6652000000000005,59.61900000000001,5.7348
2025-07-02T06:34:00,1,69.301,56.031,5.77,69.2748,5.749,58.7038,5.6776
2025-07-02T06:36:00,1,68.283,58.325,6.208,68.93140000000001,5.8564,58.0114,5.5451999999999995
2025-07-02T06:38:00,1,69.64,59.22,5.743,68.8348,5.938599999999999,57.8814,5.5882
2025-07-02T06:40:00,1,69.767,55.363,5.191,68.9748,5.7732,57.626999999999995,5.7787999999999995
2025-07-02T06:42:00,1,67.709,57.578,5.762,68.94,5.7348,57.303399999999996,5.7278
2025-07-02T06:44:00,1,69.592,55.388,5.484,68.9982,5.6776,57.174800000000005,5.8254
2025-07-02T06:46:00,1,70.825,56.043,5.546,69.50659999999999,5.5451999999999995,56.718399999999995,5.8982
2025-07-02T06:48:00,1,67.318,58.65,5.958,69.04220000000001,5.5882,56.6044,5.9584
2025-07-02T06:50:00,1,68.301,59.154,6.144,68.749,5.7787999999999995,57.3626,6.0054
2025-07-02T06:52:00,1,68.127,56.764,5.507,68.8326,5.7278,57.1998,6.304
2025-07-02T06:54:00,1,67.816,61.312,5.972,68.4774,5.8254,58.3846,6.15
2025-07-02T06:56:00,1,71.558,59.204,5.91,68.624,5.8982,59.0168,6.1434
2025-07-02T06:58:00,1,65.967,59.021,6.259,68.3538,5.9584,59.09100000000001,5.967599999999999
2025-07-02T07:00:00,1,69.684,59.589,6.379,68.6304,6.0054,59.178,6.139799999999999
2025-07-02T07:02:00,1,71.164,56.411,7.0,69.2378,6.304,59.1074,6.013599999999999
2025-07-02T07:04:00,1,67.021,60.594,5.202,69.0788,6.15,58.963800000000006,5.9716000000000005
2025-07-02T07:06:00,1,67.174,59.843,5.877,68.202,6.1434,59.09159999999999,6.2122
2025-07-02T07:08:00,1,66.021,59.926,5.38,68.2128,5.967599999999999,59.2726,6.3666
2025-07-02T07:10:00,1,66.56,57.536,7.24,67.588,6.139799999999999,58.862,6.0618
2025-07-02T07:12:00,1,64.903,61.094,6.369,66.3358,6.013599999999999,59.7986,5.9197999999999995
2025-07-02T07:14:00,1,69.341,56.818,4.992,66.7998,5.9716000000000005,59.043400000000005,5.9914000000000005
2025-07-02T07:16:00,1,66.956,59.252,7.08,66.7562,6.2122,58.9252,5.609399999999999
2025-07-02T07:18:00,1,70.663,63.257,6.152,67.6846,6.3666,59.5914,5.5478
2025-07-02T07:20:00,1,67.991,59.32,5.716,67.97080000000001,6.0618,59.9482,5.6098
2025-07-02T07:22:00,1,77.634,58.178,5.659,70.517,5.9197999999999995,59.364999999999995,5.704600000000001
2025-07-02T07:24:00,1,67.11,59.878,5.35,70.07079999999999,5.9914000000000005,59.977,5.9366
2025-07-02T07:26:00,1,69.265,59.639,5.17,70.5326,5.609399999999999,60.0544,6.084999999999999
2025-07-02T07:28:00,1,71.932,57.679,5.844,70.7864,5.5478,58.9388,5.9854
2025-07-02T07:30:00,1,66.994,61.035,6.026,70.58700000000002,5.6098,59.2818,5.8024000000000004
2025-07-02T07:32:00,1,66.4,56.434,6.133,68.34020000000001,5.704600000000001,58.93300000000001,5.7822
2025-07-02T07:34:00,1,69.576,56.983,6.51,68.83340000000001,5.9366,58.354,5.4318
2025-07-02T07:36:00,1,68.649,52.965,5.912,68.71020000000001,6.084999999999999,57.0192,5.448600000000001
2025-07-02T07:38:00,1,68.295,54.776,5.346,67.9828,5.9854,56.438599999999994,5.4094
2025-07-02T07:40:00,1,69.185,54.136,5.111,68.42099999999999,5.8024000000000004,55.0588,5.524
2025-07-02T07:42:00,1,68.031,58.182,6.032,68.74719999999999,5.7822,55.40840000000001,5.5102
2025-07-02T07:44:00,1,67.698,58.794,4.758,68.37159999999999,5.4318,55.7706,5.689400000000001
2025-07-02T07:46:00,1,69.281,58.175,5.996,68.498,5.448600000000001,56.812599999999996,5.5628
2025-07-02T07:48:00,1,66.857,58.348,5.15,68.2104,5.4094,57.527,5.756200000000001
2025-07-02T07:50:00,1,68.769,52.682,5.684,68.1272,5.524,57.2362,5.8838
2025-07-02T07:52:00,1,66.014,60.682,5.963,67.72380000000001,5.5102,57.7362,5.9626
2025-07-02T07:54:00,1,68.641,60.558,5.654,67.9124,5.689400000000001,58.089,5.9918
2025-07-02T07:56:00,1,67.124,55.992,5.363,67.481,5.5628,57.6524,6.2202
2025-07-02T07:58:00,1,67.082,59.678,6.117,67.526,5.756200000000001,57.9184,6.1616
2025-07-02T08:00:00,1,67.606,60.828,6.322,67.29339999999999,5.8838,59.5476,6.1078
2025-07-02T08:02:00,1,67.759,53.832,6.357,67.6424,5.9626,58.1776,5.9432
2025-07-02T08:04:00,1,65.786,57.31,5.8,67.07140000000001,5.9918,57.528,5.9564
2025-07-02T08:06:00,1,69.44,54.377,6.505,67.5346,6.2202,57.205,5.752
2025-07-02T08:08:00,1,69.899,56.54,5.824,68.098,6.1616,56.5774,5.752999999999999
2025-07-02T08:10:00,1,68.691,54.721,6.053,68.315,6.1078,55.35600000000001,5.649199999999999
2025-07-02T08:12:00,1,67.061,55.301,5.534,68.1754,5.9432,55.649800000000006,5.7476
2025-07-02T08:14:00,1,67.65,58.567,5.866,68.5482,5.9564,55.901199999999996,5.8728
2025-07-02T08:16:00,1,65.568,54.471,5.483,67.77380000000001,5.752,55.919999999999995,5.898000000000001
2025-07-02T08:18:00,1,69.691,56.227,5.829,67.7322,5.752999999999999,55.8574,6.009
2025-07-02T08:20:00,1,69.222,61.272,5.534,67.83840000000001,5.649199999999999,57.16759999999999,5.8574
2025-07-02T08:22:00,1,68.291,54.445,6.026,68.08439999999999,5.7476,56.996399999999994,5.913
2025-07-02T08:24:00,1,67.587,56.386,6.492,68.07180000000001,5.8728,56.560199999999995,5.7780000000000005
2025-07-02T08:26:00,1,67.33,57.684,5.609,68.42420000000001,5.898000000000001,57.2028,5.681
2025-07-02T08:28:00,1,66.668,57.723,6.384,67.81960000000001,6.009,57.501999999999995,5.6212
2025-07-02T08:30:00,1,69.427,54.96,4.776,67.8606,5.8574,56.23960000000001,5.9323999999999995
2025-07-02T08:32:00,1,67.516,58.978,6.304,67.7056,5.913,57.1462,5.839
2025-07-02T08:34:00,1,68.237,53.277,5.817,67.83560000000001,5.7780000000000005,56.5244,6.0232
2025-07-02T08:36:00,1,65.457,59.78,5.124,67.461,5.681,56.9436,6.1244
2025-07-02T08:38:00,1,68.193,61.079,6.085,67.76599999999999,5.6212,57.6148,6.0864
2025-07-02T08:40:00,1,68.682,54.812,6.332,67.617,5.9323999999999995,57.5852,6.0722000000000005
2025-07-02T08:42:00,1,66.21,58.264,5.837,67.3558,5.839,57.4424,6.0194
2025-07-02T08:44:00,1,67.485,56.411,6.738,67.2054,6.0232,58.0692,5.622
2025-07-02T08:46:00,1,67.387,59.154,5.63,67.5914,6.1244,57.943999999999996,5.6296
2025-07-02T08:48:00,1,69.14,56.441,5.895,67.7808,6.0864,57.0164,5.5372
2025-07-02T08:50:00,1,67.132,54.624,6.261,67.4708,6.0722000000000005,56.9788,5.3036
2025-07-02T08:52:00,1,68.056,57.536,5.573,67.84,6.0194,56.8332,5.218999999999999
2025-07-02T08:54:00,1,66.884,57.772,4.751,67.71979999999999,5.622,57.105399999999996,5.4458
2025-07-02T08:56:00,1,68.036,58.935,5.668,67.8496,5.6296,57.0616,5.5282
2025-07-02T08:58:00,1,70.402,55.184,5.433,68.102,5.5372,56.810199999999995,5.6052
2025-07-02T09:00:00,1,64.699,61.987,5.093,67.6154,5.3036,58.282799999999995,5.784599999999999
2025-07-02T09:02:00,1,69.025,62.459,5.15,67.8092,5.218999999999999,59.267399999999995,5.8862000000000005
2025-07-02T09:04:00,1,67.92,59.94,5.885,68.0164,5.4458,59.701,5.7158
