PLANTA_ID,ATIVO_ID,SENSOR_ID,TIPO_SENSOR,UNIDADE,DATA_HORA,VALOR
1,1,1,TEMPERATURA,C,2025-07-02T03:50:00,69.206
1,1,1,TEMPERATURA,C,2025-07-02T03:52:00,68.257
1,1,1,TEMPERATURA,C,2025-07-02T03:54:00,69.95
1,1,1,TEMPERATURA,C,2025-07-02T03:56:00,66.709
1,1,1,TEMPERATURA,C,2025-07-02T03:58:00,65.284
1,1,1,TEMPERATURA,C,2025-07-02T04:00:00,69.873
1,1,1,TEMPERATURA,C,2025-07-02T04:02:00,64.426
1,1,1,TEMPERATURA,C,2025-07-02T04:04:00,69.02
1,1,1,TEMPERATURA,C,2025-07-02T04:06:00,68.793
1,1,1,TEMPERATURA,C,2025-07-02T04:08:00,70.42
1,1,1,TEMPERATURA,C,2025-07-02T04:10:00,68.642
1,1,1,TEMPERATURA,C,2025-07-02T04:12:00,71.812
1,1,1,TEMPERATURA,C,2025-07-02T04:14:00,67.751
1,1,1,TEMPERATURA,C,2025-07-02T04:16:00,65.401
1,1,1,TEMPERATURA,C,2025-07-02T04:18:00,67.76
1,1,1,TEMPERATURA,C,2025-07-02T04:20:00,71.396
1,1,1,TEMPERATURA,C,2025-07-02T04:22:00,70.793
1,1,1,TEMPERATURA,C,2025-07-02T04:24:00,70.894
1,1,1,TEMPERATURA,C,2025-07-02T04:26:00,68.557
1,1,1,TEMPERATURA,C,2025-07-02T04:28:00,68.337
1,1,1,TEMPERATURA,C,2025-07-02T04:30:00,69.078
1,1,1,TEMPERATURA,C,2025-07-02T04:32:00,64.951
1,1,1,TEMPERATURA,C,2025-07-02T04:34:00,67.138
1,1,1,TEMPERATURA,C,2025-07-02T04:36:00,67.41
1,1,1,TEMPERATURA,C,2025-07-02T04:38:00,70.785
1,1,1,TEMPERATURA,C,2025-07-02T04:40:00,69.37
1,1,1,TEMPERATURA,C,2025-07-02T04:42:00,67.022
1,1,1,TEMPERATURA,C,2025-07-02T04:44:00,69.204
1,1,1,TEMPERATURA,C,2025-07-02T04:46:00,67.626
1,1,1,TEMPERATURA,C,2025-07-02T04:48:00,69.241
1,1,1,TEMPERATURA,C,2025-07-02T04:50:00,68.651
1,1,1,TEMPERATURA,C,2025-07-02T04:52:00,70.115
1,1,1,TEMPERATURA,C,2025-07-02T04:54:00,69.151
1,1,1,TEMPERATURA,C,2025-07-02T04:56:00,69.485
1,1,1,TEMPERATURA,C,2025-07-02T04:58:00,68.25
1,1,1,TEMPERATURA,C,2025-07-02T05:00:00,69.147
1,1,1,TEMPERATURA,C,2025-07-02T05:02:00,70.884
1,1,1,TEMPERATURA,C,2025-07-02T05:04:00,70.061
1,1,1,TEMPERATURA,C,2025-07-02T05:06:00,67.864
1,1,1,TEMPERATURA,C,2025-07-02T05:08:00,68.151
1,1,1,TEMPERATURA,C,2025-07-02T05:10:00,68.862
1,1,1,TEMPERATURA,C,2025-07-02T05:12:00,66.544
1,1,1,TEMPERATURA,C,2025-07-02T05:14:00,66.849
1,1,1,TEMPERATURA,C,2025-07-02T05:16:00,68.143
1,1,1,TEMPERATURA,C,2025-07-02T05:18:00,71.08
1,1,1,TEMPERATURA,C,2025-07-02T05:20:00,64.705
1,1,1,TEMPERATURA,C,2025-07-02T05:22:00,68.615
1,1,1,TEMPERATURA,C,2025-07-02T05:24:00,68.432
1,1,1,TEMPERATURA,C,2025-07-02T05:26:00,68.803
1,1,1,TEMPERATURA,C,2025-07-02T05:28:00,73.099
1,1,1,TEMPERATURA,C,2025-07-02T05:30:00,69.755
1,1,1,TEMPERATURA,C,2025-07-02T05:32:00,65.349
1,1,1,TEMPERATURA,C,2025-07-02T05:34:00,71.533
1,1,1,TEMPERATURA,C,2025-07-02T05:36:00,69.493
1,1,1,TEMPERATURA,C,2025-07-02T05:38:00,69.059
1,1,1,TEMPERATURA,C,2025-07-02T05:40:00,68.511
1,1,1,TEMPERATURA,C,2025-07-02T05:42:00,70.908
1,1,1,TEMPERATURA,C,2025-07-02T05:44:00,67.758
1,1,1,TEMPERATURA,C,2025-07-02T05:46:00,67.932
1,1,1,TEMPERATURA,C,2025-07-02T05:48:00,68.455
1,1,1,TEMPERATURA,C,2025-07-02T05:50:00,67.403
1,1,1,TEMPERATURA,C,2025-07-02T05:52:00,65.422
1,1,1,TEMPERATURA,C,2025-07-02T05:54:00,67.976
1,1,1,TEMPERATURA,C,2025-07-02T05:56:00,67.385
1,1,1,TEMPERATURA,C,2025-07-02T05:58:00,70.075
1,1,1,TEMPERATURA,C,2025-07-02T06:00:00,71.051
1,1,1,TEMPERATURA,C,2025-07-02T06:02:00,68.442
1,1,1,TEMPERATURA,C,2025-07-02T06:04:00,68.6
1,1,1,TEMPERATURA,C,2025-07-02T06:06:00,67.156
1,1,1,TEMPERATURA,C,2025-07-02T06:08:00,68.624
1,1,1,TEMPERATURA,C,2025-07-02T06:10:00,66.252
1,1,1,TEMPERATURA,C,2025-07-02T06:12:00,72.333
1,1,1,TEMPERATURA,C,2025-07-02T06:14:00,68.566
1,1,1,TEMPERATURA,C,2025-07-02T06:16:00,68.459
1,1,1,TEMPERATURA,C,2025-07-02T06:18:00,69.542
1,1,1,TEMPERATURA,C,2025-07-02T06:20:00,68.666
1,1,1,TEMPERATURA,C,2025-07-02T06:22:00,69.058
1,1,1,TEMPERATURA,C,2025-07-02T06:24:00,69.87
1,1,1,TEMPERATURA,C,2025-07-02T06:26:00,70.0
1,1,1,TEMPERATURA,C,2025-07-02T06:28:00,70.123
1,1,1,TEMPERATURA,C,2025-07-02T06:30:00,69.067
1,1,1,TEMPERATURA,C,2025-07-02T06:32:00,67.883
1,1,1,TEMPERATURA,C,2025-07-02T06:34:00,69.301
1,1,1,TEMPERATURA,C,2025-07-02T06:36:00,68.283
1,1,1,TEMPERATURA,C,2025-07-02T06:38:00,69.64
1,1,1,TEMPERATURA,C,2025-07-02T06:40:00,69.767
1,1,1,TEMPERATURA,C,2025-07-02T06:42:00,67.709
1,1,1,TEMPERATURA,C,2025-07-02T06:44:00,69.592
1,1,1,TEMPERATURA,C,2025-07-02T06:46:00,70.825
1,1,1,TEMPERATURA,C,2025-07-02T06:48:00,67.318
1,1,1,TEMPERATURA,C,2025-07-02T06:50:00,68.301
1,1,1,TEMPERATURA,C,2025-07-02T06:52:00,68.127
1,1,1,TEMPERATURA,C,2025-07-02T06:54:00,67.816
1,1,1,TEMPERATURA,C,2025-07-02T06:56:00,71.558
1,1,1,TEMPERATURA,C,2025-07-02T06:58:00,65.967
1,1,1,TEMPERATURA,C,2025-07-02T07:00:00,69.684
1,1,1,TEMPERATURA,C,2025-07-02T07:02:00,71.164
1,1,1,TEMPERATURA,C,2025-07-02T07:04:00,67.021
1,1,1,TEMPERATURA,C,2025-07-02T07:06:00,67.174
1,1,1,TEMPERATURA,C,2025-07-02T07:08:00,66.021
1,1,1,TEMPERATURA,C,2025-07-02T07:10:00,66.56
1,1,1,TEMPERATURA,C,2025-07-02T07:12:00,64.903
1,1,1,TEMPERATURA,C,2025-07-02T07:14:00,69.341
1,1,1,TEMPERATURA,C,2025-07-02T07:16:00,66.956
1,1,1,TEMPERATURA,C,2025-07-02T07:18:00,70.663
1,1,1,TEMPERATURA,C,2025-07-02T07:20:00,67.991
1,1,1,TEMPERATURA,C,2025-07-02T07:22:00,77.634
1,1,1,TEMPERATURA,C,2025-07-02T07:24:00,67.11
1,1,1,TEMPERATURA,C,2025-07-02T07:26:00,69.265
1,1,1,TEMPERATURA,C,2025-07-02T07:28:00,71.932
1,1,1,TEMPERATURA,C,2025-07-02T07:30:00,66.994
1,1,1,TEMPERATURA,C,2025-07-02T07:32:00,66.4
1,1,1,TEMPERATURA,C,2025-07-02T07:34:00,69.576
1,1,1,TEMPERATURA,C,2025-07-02T07:36:00,68.649
1,1,1,TEMPERATURA,C,2025-07-02T07:38:00,68.295
1,1,1,TEMPERATURA,C,2025-07-02T07:40:00,69.185
1,1,1,TEMPERATURA,C,2025-07-02T07:42:00,68.031
1,1,1,TEMPERATURA,C,2025-07-02T07:44:00,67.698
1,1,1,TEMPERATURA,C,2025-07-02T07:46:00,69.281
1,1,1,TEMPERATURA,C,2025-07-02T07:48:00,66.857
1,1,1,TEMPERATURA,C,2025-07-02T07:50:00,68.769
1,1,1,TEMPERATURA,C,2025-07-02T07:52:00,66.014
1,1,1,TEMPERATURA,C,2025-07-02T07:54:00,68.641
1,1,1,TEMPERATURA,C,2025-07-02T07:56:00,67.124
1,1,1,TEMPERATURA,C,2025-07-02T07:58:00,67.082
1,1,1,TEMPERATURA,C,2025-07-02T08:00:00,67.606
1,1,1,TEMPERATURA,C,2025-07-02T08:02:00,67.759
1,1,1,TEMPERATURA,C,2025-07-02T08:04:00,65.786
1,1,1,TEMPERATURA,C,2025-07-02T08:06:00,69.44
1,1,1,TEMPERATURA,C,2025-07-02T08:08:00,69.899
1,1,1,TEMPERATURA,C,2025-07-02T08:10:00,68.691
1,1,1,TEMPERATURA,C,2025-07-02T08:12:00,67.061
1,1,1,TEMPERATURA,C,2025-07-02T08:14:00,67.65
1,1,1,TEMPERATURA,C,2025-07-02T08:16:00,65.568
1,1,1,TEMPERATURA,C,2025-07-02T08:18:00,69.691
1,1,1,TEMPERATURA,C,2025-07-02T08:20:00,69.222
1,1,1,TEMPERATURA,C,2025-07-02T08:22:00,68.291
1,1,1,TEMPERATURA,C,2025-07-02T08:24:00,67.587
1,1,1,TEMPERATURA,C,2025-07-02T08:26:00,67.33
1,1,1,TEMPERATURA,C,2025-07-02T08:28:00,66.668
1,1,1,TEMPERATURA,C,2025-07-02T08:30:00,69.427
1,1,1,TEMPERATURA,C,2025-07-02T08:32:00,67.516
1,1,1,TEMPERATURA,C,2025-07-02T08:34:00,68.237
1,1,1,TEMPERATURA,C,2025-07-02T08:36:00,65.457
1,1,1,TEMPERATURA,C,2025-07-02T08:38:00,68.193
1,1,1,TEMPERATURA,C,2025-07-02T08:40:00,68.682
1,1,1,TEMPERATURA,C,2025-07-02T08:42:00,66.21
1,1,1,TEMPERATURA,C,2025-07-02T08:44:00,67.485
1,1,1,TEMPERATURA,C,2025-07-02T08:46:00,67.387
1,1,1,TEMPERATURA,C,2025-07-02T08:48:00,69.14
1,1,1,TEMPERATURA,C,2025-07-02T08:50:00,67.132
1,1,1,TEMPERATURA,C,2025-07-02T08:52:00,68.056
1,1,1,TEMPERATURA,C,2025-07-02T08:54:00,66.884
1,1,1,TEMPERATURA,C,2025-07-02T08:56:00,68.036
1,1,1,TEMPERATURA,C,2025-07-02T08:58:00,70.402
1,1,1,TEMPERATURA,C,2025-07-02T09:00:00,64.699
1,1,1,TEMPERATURA,C,2025-07-02T09:02:00,69.025
1,1,1,TEMPERATURA,C,2025-07-02T09:04:00,67.92
1,1,1,TEMPERATURA,C,2025-07-02T09:06:00,66.967
1,1,1,TEMPERATURA,C,2025-07-02T09:08:00,68.835
1,1,1,TEMPERATURA,C,2025-07-02T09:10:00,64.47
1,1,1,TEMPERATURA,C,2025-07-02T09:12:00,62.971
1,1,1,TEMPERATURA,C,2025-07-02T09:14:00,66.477
1,1,1,TEMPERATURA,C,2025-07-02T09:16:00,65.556
1,1,1,TEMPERATURA,C,2025-07-02T09:18:00,67.452
1,1,1,TEMPERATURA,C,2025-07-02T09:20:00,65.371
1,1,1,TEMPERATURA,C,2025-07-02T09:22:00,67.64
1,1,1,TEMPERATURA,C,2025-07-02T09:24:00,66.563
1,1,1,TEMPERATURA,C,2025-07-02T09:26:00,64.794
1,1,1,TEMPERATURA,C,2025-07-02T09:28:00,68.181
1,1,1,TEMPERATURA,C,2025-07-02T09:30:00,68.296
1,1,1,TEMPERATURA,C,2025-07-02T09:32:00,66.319
1,1,1,TEMPERATURA,C,2025-07-02T09:34:00,67.16
1,1,1,TEMPERATURA,C,2025-07-02T09:36:00,66.827
1,1,1,TEMPERATURA,C,2025-07-02T09:38:00,65.721
1,1,1,TEMPERATURA,C,2025-07-02T09:40:00,69.106
1,1,1,TEMPERATURA,C,2025-07-02T09:42:00,63.703
1,1,1,TEMPERATURA,C,2025-07-02T09:44:00,67.448
1,1,1,TEMPERATURA,C,2025-07-02T09:46:00,64.946
1,1,1,TEMPERATURA,C,2025-07-02T09:48:00,62.398
1,1,1,TEMPERATURA,C,2025-07-02T09:50:00,69.22
1,1,1,TEMPERATURA,C,2025-07-02T09:52:00,68.041
1,1,1,TEMPERATURA,C,2025-07-02T09:54:00,67.579
1,1,1,TEMPERATURA,C,2025-07-02T09:56:00,67.87
1,1,1,TEMPERATURA,C,2025-07-02T09:58:00,65.655
1,1,1,TEMPERATURA,C,2025-07-02T10:00:00,65.762
1,1,1,TEMPERATURA,C,2025-07-02T10:02:00,67.233
1,1,1,TEMPERATURA,C,2025-07-02T10:04:00,64.51
1,1,1,TEMPERATURA,C,2025-07-02T10:06:00,66.621
1,1,1,TEMPERATURA,C,2025-07-02T10:08:00,65.707
1,1,1,TEMPERATURA,C,2025-07-02T10:10:00,65.966
1,1,1,TEMPERATURA,C,2025-07-02T10:12:00,62.568
1,1,1,TEMPERATURA,C,2025-07-02T10:14:00,65.393
1,1,1,TEMPERATURA,C,2025-07-02T10:16:00,67.852
1,1,1,TEMPERATURA,C,2025-07-02T10:18:00,66.985
1,1,1,TEMPERATURA,C,2025-07-02T10:20:00,67.861
1,1,1,TEMPERATURA,C,2025-07-02T10:22:00,65.39
1,1,1,TEMPERATURA,C,2025-07-02T10:24:00,69.304
1,1,1,TEMPERATURA,C,2025-07-02T10:26:00,67.52
1,1,1,TEMPERATURA,C,2025-07-02T10:28:00,68.215
1,1,1,TEMPERATURA,C,2025-07-02T10:30:00,62.495
1,1,1,TEMPERATURA,C,2025-07-02T10:32:00,66.03
1,1,1,TEMPERATURA,C,2025-07-02T10:34:00,64.146
1,1,1,TEMPERATURA,C,2025-07-02T10:36:00,68.226
1,1,1,TEMPERATURA,C,2025-07-02T10:38:00,64.594
1,1,1,TEMPERATURA,C,2025-07-02T10:40:00,64.755
1,1,1,TEMPERATURA,C,2025-07-02T10:42:00,63.952
1,1,1,TEMPERATURA,C,2025-07-02T10:44:00,66.076
1,1,1,TEMPERATURA,C,2025-07-02T10:46:00,67.685
1,1,1,TEMPERATURA,C,2025-07-02T10:48:00,63.854
1,1,1,TEMPERATURA,C,2025-07-02T10:50:00,64.237
1,1,1,TEMPERATURA,C,2025-07-02T10:52:00,65.596
1,1,1,TEMPERATURA,C,2025-07-02T10:54:00,63.929
1,1,1,TEMPERATURA,C,2025-07-02T10:56:00,62.827
1,1,1,TEMPERATURA,C,2025-07-02T10:58:00,62.349
1,1,1,TEMPERATURA,C,2025-07-02T11:00:00,68.027
1,1,1,TEMPERATURA,C,2025-07-02T11:02:00,80.453
1,1,1,TEMPERATURA,C,2025-07-02T11:04:00,65.098
1,1,1,TEMPERATURA,C,2025-07-02T11:06:00,62.957
1,1,1,TEMPERATURA,C,2025-07-02T11:08:00,64.283
1,1,1,TEMPERATURA,C,2025-07-02T11:10:00,66.747
1,1,1,TEMPERATURA,C,2025-07-02T11:12:00,65.07
1,1,1,TEMPERATURA,C,2025-07-02T11:14:00,63.485
1,1,1,TEMPERATURA,C,2025-07-02T11:16:00,66.021
1,1,1,TEMPERATURA,C,2025-07-02T11:18:00,61.38
1,1,1,TEMPERATURA,C,2025-07-02T11:20:00,64.618
1,1,1,TEMPERATURA,C,2025-07-02T11:22:00,64.629
1,1,1,TEMPERATURA,C,2025-07-02T11:24:00,62.316
1,1,1,TEMPERATURA,C,2025-07-02T11:26:00,61.413
1,1,1,TEMPERATURA,C,2025-07-02T11:28:00,65.243
1,1,1,TEMPERATURA,C,2025-07-02T11:30:00,64.35
1,1,1,TEMPERATURA,C,2025-07-02T11:32:00,62.581
1,1,1,TEMPERATURA,C,2025-07-02T11:34:00,64.036
1,1,1,TEMPERATURA,C,2025-07-02T11:36:00,61.556
1,1,1,TEMPERATURA,C,2025-07-02T11:38:00,61.2
1,1,1,TEMPERATURA,C,2025-07-02T11:40:00,62.621
1,1,1,TEMPERATURA,C,2025-07-02T11:42:00,62.594
1,1,1,TEMPERATURA,C,2025-07-02T11:44:00,65.083
1,1,1,TEMPERATURA,C,2025-07-02T11:46:00,60.767
1,1,1,TEMPERATURA,C,2025-07-02T11:48:00,63.082
1,1,1,TEMPERATURA,C,2025-07-02T11:50:00,66.2
1,1,1,TEMPERATURA,C,2025-07-02T11:52:00,64.793
1,1,1,TEMPERATURA,C,2025-07-02T11:54:00,64.732
1,1,1,TEMPERATURA,C,2025-07-02T11:56:00,62.409
1,1,1,TEMPERATURA,C,2025-07-02T11:58:00,66.557
1,1,1,TEMPERATURA,C,2025-07-02T12:00:00,62.954
1,1,1,TEMPERATURA,C,2025-07-02T12:02:00,64.411
1,1,1,TEMPERATURA,C,2025-07-02T12:04:00,60.21
1,1,1,TEMPERATURA,C,2025-07-02T12:06:00,62.677
1,1,1,TEMPERATURA,C,2025-07-02T12:08:00,59.283
1,1,1,TEMPERATURA,C,2025-07-02T12:10:00,60.509
1,1,1,TEMPERATURA,C,2025-07-02T12:12:00,63.17
1,1,1,TEMPERATURA,C,2025-07-02T12:14:00,61.385
1,1,1,TEMPERATURA,C,2025-07-02T12:16:00,62.893
1,1,1,TEMPERATURA,C,2025-07-02T12:18:00,59.572
1,1,1,TEMPERATURA,C,2025-07-02T12:20:00,64.045
1,1,1,TEMPERATURA,C,2025-07-02T12:22:00,65.127
1,1,1,TEMPERATURA,C,2025-07-02T12:24:00,64.023
1,1,1,TEMPERATURA,C,2025-07-02T12:26:00,59.378
1,1,1,TEMPERATURA,C,2025-07-02T12:28:00,70.891
1,1,1,TEMPERATURA,C,2025-07-02T12:30:00,60.974
1,1,1,TEMPERATURA,C,2025-07-02T12:32:00,60.222
1,1,1,TEMPERATURA,C,2025-07-02T12:34:00,61.131
1,1,1,TEMPERATURA,C,2025-07-02T12:36:00,63.144
1,1,1,TEMPERATURA,C,2025-07-02T12:38:00,63.842
1,1,1,TEMPERATURA,C,2025-07-02T12:40:00,65.194
1,1,1,TEMPERATURA,C,2025-07-02T12:42:00,61.297
1,1,1,TEMPERATURA,C,2025-07-02T12:44:00,61.834
1,1,1,TEMPERATURA,C,2025-07-02T12:46:00,62.526
1,1,1,TEMPERATURA,C,2025-07-02T12:48:00,80.386
1,1,1,TEMPERATURA,C,2025-07-02T12:50:00,60.881
1,1,1,TEMPERATURA,C,2025-07-02T12:52:00,63.042
1,1,1,TEMPERATURA,C,2025-07-02T12:54:00,62.209
1,1,1,TEMPERATURA,C,2025-07-02T12:56:00,65.063
1,1,1,TEMPERATURA,C,2025-07-02T12:58:00,60.049
1,1,1,TEMPERATURA,C,2025-07-02T13:00:00,57.672
1,1,1,TEMPERATURA,C,2025-07-02T13:02:00,61.311
1,1,1,TEMPERATURA,C,2025-07-02T13:04:00,58.809
1,1,1,TEMPERATURA,C,2025-07-02T13:06:00,63.861
1,1,1,TEMPERATURA,C,2025-07-02T13:08:00,58.457
1,1,1,TEMPERATURA,C,2025-07-02T13:10:00,61.95
1,1,1,TEMPERATURA,C,2025-07-02T13:12:00,62.609
1,1,1,TEMPERATURA,C,2025-07-02T13:14:00,63.649
1,1,1,TEMPERATURA,C,2025-07-02T13:16:00,60.591
1,1,1,TEMPERATURA,C,2025-07-02T13:18:00,58.917
1,1,1,TEMPERATURA,C,2025-07-02T13:20:00,61.639
1,1,1,TEMPERATURA,C,2025-07-02T13:22:00,62.794
1,1,1,TEMPERATURA,C,2025-07-02T13:24:00,60.296
1,1,1,TEMPERATURA,C,2025-07-02T13:26:00,60.071
1,1,1,TEMPERATURA,C,2025-07-02T13:28:00,62.124
1,1,1,TEMPERATURA,C,2025-07-02T13:30:00,63.082
1,1,1,TEMPERATURA,C,2025-07-02T13:32:00,64.898
1,1,1,TEMPERATURA,C,2025-07-02T13:34:00,62.441
